Driver_Age,Vision_Quality,Driving_Speed,Weather,Accident,Severe_Hospitalization
79.7,50.2,49.2,Clear,1,1
57.1,81.8,57.2,Rain,0,0
57.7,74.7,65.0,Clear,0,0
41.8,92.1,68.1,Clear,0,0
21.5,86.2,75.9,Clear,1,0
20.1,99.5,92.6,Rain,0,0
46.4,77.3,84.0,Rain,0,0
23.7,100.0,61.6,Clear,0,0
58.7,76.3,67.0,Rain,0,1
77.0,48.7,48.6,Snow,1,1
77.2,54.4,53.9,Clear,1,1
62.2,76.2,65.4,Rain,1,1
32.2,93.9,72.2,Snow,0,0
75.8,43.1,59.2,Rain,1,1
77.4,56.6,63.0,Rain,1,1
31.2,100.0,77.7,Clear,0,0
67.4,97.8,53.8,Clear,0,0
37.2,93.1,66.0,Clear,0,0
71.8,71.2,44.1,Rain,0,0
84.8,19.4,44.7,Snow,0,1
20.0,100.0,98.8,Clear,0,0
78.1,55.9,48.0,Clear,1,1
59.7,79.4,51.4,Clear,0,0
83.2,47.4,57.1,Rain,1,1
49.2,85.5,66.4,Clear,0,0
74.8,54.1,55.3,Rain,1,1
22.2,100.0,92.4,Clear,0,0
40.5,82.5,76.5,Clear,1,0
22.5,100.0,72.9,Clear,0,0
83.3,28.7,49.6,Rain,1,1
72.7,54.2,53.1,Clear,1,1
75.1,49.6,65.9,Snow,1,1
80.8,49.3,51.8,Clear,1,0
23.7,92.8,59.8,Clear,0,0
43.8,78.9,69.2,Clear,0,0
22.8,93.3,62.7,Snow,0,0
32.1,94.1,96.2,Rain,1,0
33.4,84.4,64.2,Clear,0,0
49.4,78.2,65.8,Rain,0,0
36.0,100.0,75.4,Clear,0,0
24.8,90.4,74.4,Clear,0,0
29.2,92.9,72.6,Clear,0,0
27.9,93.1,80.3,Rain,0,0
83.2,34.2,69.2,Clear,1,1
68.9,76.9,67.3,Clear,0,0
82.8,46.0,68.8,Clear,1,1
47.5,85.8,57.7,Clear,0,0
36.7,82.6,75.7,Clear,0,0
71.5,75.8,60.2,Clear,0,1
39.9,90.5,74.8,Clear,0,0
38.1,100.0,85.7,Snow,0,0
33.6,75.8,71.6,Clear,0,0
26.7,98.1,72.5,Clear,0,0
35.2,100.0,78.5,Clear,0,0
41.8,87.7,52.7,Clear,0,0
63.2,80.1,59.6,Rain,0,0
22.2,100.0,77.0,Clear,0,0
32.1,89.9,65.2,Rain,0,0
72.2,61.4,68.9,Rain,1,1
27.8,93.4,65.4,Rain,1,0
41.0,85.8,69.5,Clear,0,0
75.9,64.8,59.8,Clear,0,0
28.4,99.5,89.4,Clear,0,0
23.5,99.8,77.7,Rain,0,1
50.5,93.5,76.4,Clear,0,1
38.3,89.8,78.9,Clear,0,0
55.7,78.7,66.1,Clear,0,0
71.9,59.9,47.6,Rain,0,0
27.2,96.3,62.0,Rain,0,0
56.9,76.0,65.5,Clear,0,0
51.9,82.5,61.0,Clear,0,0
27.7,92.0,85.3,Clear,0,0
59.8,100.0,70.7,Clear,0,0
36.3,70.5,70.8,Rain,1,1
50.7,85.5,55.3,Rain,0,0
23.5,100.0,82.9,Rain,0,0
48.8,88.7,57.5,Clear,0,0
38.5,97.8,64.2,Rain,0,0
73.1,62.6,48.2,Snow,1,1
21.8,93.1,77.1,Snow,0,0
46.0,70.8,80.5,Rain,0,0
48.7,89.4,67.7,Clear,0,0
66.6,71.2,56.1,Rain,0,0
56.5,78.2,49.4,Rain,0,1
62.7,78.1,67.6,Rain,1,1
70.1,83.0,51.4,Clear,0,0
75.8,74.6,58.1,Snow,0,0
39.0,93.3,68.0,Clear,0,0
54.0,81.9,74.0,Clear,0,0
74.3,49.5,55.9,Clear,1,0
84.3,38.6,52.9,Rain,1,1
77.6,65.2,61.0,Clear,1,1
42.9,88.1,91.1,Clear,0,0
31.1,75.7,83.7,Rain,0,0
50.8,92.2,66.0,Rain,1,0
67.7,82.6,60.2,Rain,1,1
51.0,74.1,61.6,Clear,1,1
50.4,88.5,57.6,Rain,0,0
74.2,62.8,52.0,Clear,1,1
42.2,89.7,62.6,Clear,0,0
75.6,49.4,63.5,Clear,0,0
45.3,97.2,58.4,Rain,0,0
40.0,88.0,84.5,Clear,0,0
48.4,76.0,75.4,Clear,0,0
69.1,55.0,59.8,Clear,0,1
26.4,100.0,76.6,Clear,0,0
31.2,99.7,69.2,Snow,0,0
81.7,41.7,57.2,Snow,1,1
29.8,91.8,86.2,Clear,0,0
56.0,80.6,57.8,Clear,0,0
56.8,75.9,49.1,Clear,0,0
50.8,83.4,73.9,Rain,0,0
61.2,65.8,66.0,Clear,1,1
33.4,88.0,62.6,Clear,1,1
55.0,82.7,57.9,Clear,0,0
42.9,94.9,61.4,Clear,0,0
62.3,81.9,55.0,Clear,0,0
27.5,100.0,73.0,Clear,1,1
56.2,95.5,62.0,Clear,0,0
30.4,100.0,68.5,Clear,0,0
36.7,96.3,65.0,Snow,0,0
32.7,94.2,71.9,Clear,0,0
30.3,87.3,76.8,Clear,1,0
73.3,67.1,54.7,Snow,1,1
37.1,100.0,83.9,Rain,0,0
80.1,47.7,60.2,Clear,1,1
83.0,53.4,38.1,Rain,1,0
56.3,72.5,69.9,Clear,0,0
27.6,86.9,82.2,Rain,0,0
43.1,96.8,65.6,Snow,0,0
71.4,67.8,43.7,Clear,1,1
42.6,100.0,70.2,Clear,0,0
23.8,97.5,77.6,Clear,0,0
55.3,78.1,53.9,Rain,0,0
74.6,56.4,42.8,Clear,0,0
71.3,53.8,57.8,Rain,1,1
29.7,86.3,73.0,Clear,0,1
63.1,89.7,57.8,Clear,0,0
32.8,100.0,73.3,Clear,1,1
32.6,97.1,63.1,Clear,0,0
76.6,39.7,52.2,Clear,1,0
34.7,90.4,78.6,Clear,1,0
35.6,83.1,69.4,Rain,0,0
18.0,100.0,63.3,Rain,0,0
76.3,49.3,51.9,Rain,1,1
71.1,57.9,48.1,Clear,0,0
60.0,83.4,65.9,Snow,1,1
68.3,68.2,63.1,Rain,1,1
28.2,100.0,59.3,Clear,0,0
48.7,81.8,75.3,Clear,0,0
41.5,79.4,59.5,Clear,0,0
24.3,80.3,93.1,Snow,0,0
50.6,86.7,66.5,Clear,0,0
79.7,41.4,42.9,Clear,1,0
20.7,87.5,67.5,Clear,0,0
37.5,100.0,75.7,Rain,0,0
31.9,99.8,70.5,Clear,0,0
34.0,93.4,72.7,Clear,0,0
78.9,58.8,71.8,Clear,1,1
49.4,92.8,60.5,Clear,0,0
49.2,80.9,68.1,Clear,0,0
69.0,63.4,73.8,Clear,1,1
28.4,100.0,78.6,Rain,0,0
50.6,90.1,50.9,Rain,0,0
46.8,89.8,73.5,Rain,0,0
58.0,77.2,52.4,Clear,0,0
85.0,38.1,67.3,Rain,1,1
69.6,64.2,51.2,Clear,0,0
44.7,88.5,99.0,Clear,1,1
73.4,72.5,72.5,Snow,1,1
29.4,90.1,67.5,Rain,0,0
20.0,86.6,79.4,Clear,0,0
31.7,86.1,82.1,Rain,0,0
40.8,98.8,78.7,Snow,1,0
52.2,88.4,70.7,Rain,0,0
59.2,82.5,76.0,Rain,1,0
79.0,43.5,54.4,Rain,0,1
52.2,90.2,62.7,Clear,0,0
51.6,79.8,63.1,Clear,0,0
21.4,100.0,87.2,Rain,0,0
20.3,93.2,82.7,Clear,0,0
54.9,78.0,68.1,Clear,0,0
47.4,83.2,76.2,Clear,0,0
74.2,56.1,37.0,Clear,0,0
28.8,95.3,78.8,Snow,0,0
19.7,100.0,81.5,Rain,0,0
48.1,58.5,84.7,Clear,1,1
33.9,87.2,58.3,Snow,0,0
21.3,95.5,94.2,Snow,0,0
66.5,89.5,61.3,Clear,0,0
25.5,88.4,81.9,Snow,0,0
58.8,85.0,80.5,Clear,0,0
36.8,100.0,78.1,Clear,0,0
29.6,84.8,79.4,Clear,0,0
43.4,93.0,72.2,Rain,0,0
71.7,58.7,53.7,Clear,0,1
44.3,85.5,69.2,Rain,1,1
68.3,66.9,52.7,Rain,1,1
26.4,90.8,76.2,Clear,0,0
69.8,91.5,35.9,Clear,0,1
33.9,100.0,77.9,Clear,0,0
63.4,90.7,60.6,Clear,0,1
55.9,88.8,61.5,Rain,1,1
80.3,31.7,57.3,Clear,0,0
44.0,92.8,55.3,Clear,0,0
22.4,100.0,97.5,Clear,0,0
19.3,92.7,78.5,Rain,0,0
73.4,68.8,56.4,Rain,0,0
53.2,91.6,56.3,Snow,1,1
69.9,84.2,59.5,Rain,1,1
33.7,90.4,87.6,Clear,0,0
41.1,82.0,81.1,Clear,0,0
20.0,96.3,87.7,Rain,0,0
82.4,50.9,59.7,Snow,1,1
62.7,67.5,58.5,Clear,0,0
80.5,27.4,40.5,Clear,0,1
35.8,93.6,70.9,Clear,0,0
59.0,80.1,61.3,Rain,0,0
63.5,81.9,72.3,Clear,0,0
39.3,99.1,74.6,Clear,0,0
74.8,53.2,73.4,Rain,1,1
81.5,26.7,66.6,Clear,1,1
77.3,68.1,51.7,Clear,0,0
67.5,67.2,42.2,Clear,1,1
36.6,84.1,86.4,Clear,0,0
36.9,100.0,86.0,Clear,0,0
82.5,36.0,40.5,Clear,0,1
18.7,99.2,94.8,Clear,0,0
66.0,82.7,64.6,Rain,0,0
65.3,89.1,62.7,Rain,0,0
59.7,80.6,79.5,Clear,1,1
84.3,47.0,66.9,Clear,1,1
38.9,74.6,78.2,Rain,0,0
40.8,97.0,75.6,Clear,0,0
23.3,91.2,84.0,Clear,0,0
47.7,99.1,64.1,Clear,0,0
35.5,94.1,72.5,Rain,0,0
41.0,85.4,61.8,Clear,0,0
73.9,65.1,54.3,Rain,0,0
80.7,50.7,51.3,Rain,0,0
30.4,100.0,68.7,Snow,0,0
43.0,81.8,71.4,Clear,0,0
80.2,40.8,51.9,Rain,1,1
22.1,98.3,83.4,Clear,0,0
24.2,97.2,61.3,Clear,0,0
28.9,100.0,74.5,Clear,0,0
57.9,67.9,65.4,Clear,0,1
28.1,98.6,72.9,Rain,0,1
82.9,36.0,52.3,Clear,1,1
47.9,81.3,52.2,Clear,1,0
51.6,80.6,70.1,Clear,0,1
34.5,91.7,79.9,Rain,1,0
49.6,58.6,72.3,Clear,0,0
62.3,76.7,72.6,Rain,0,0
68.3,66.2,61.9,Rain,0,1
68.5,77.0,64.6,Rain,1,1
56.7,78.1,66.1,Clear,0,0
78.6,46.9,62.6,Rain,1,1
72.8,74.9,42.3,Clear,0,0
68.7,80.2,50.8,Rain,0,0
21.7,100.0,94.4,Rain,0,0
18.5,95.8,55.2,Clear,0,0
32.2,98.7,72.9,Rain,0,0
62.5,80.3,73.9,Clear,0,1
45.6,87.4,68.0,Clear,0,0
45.0,92.5,65.2,Clear,0,0
77.3,47.0,57.6,Snow,1,1
78.0,61.9,52.5,Rain,0,0
78.9,46.5,55.9,Rain,1,1
39.0,96.5,64.8,Snow,0,1
64.3,93.1,72.6,Clear,0,0
36.2,100.0,87.0,Snow,0,0
30.8,83.6,73.6,Clear,0,0
30.4,98.6,61.2,Rain,1,0
40.9,97.6,65.6,Rain,0,0
46.8,95.6,66.6,Clear,0,0
73.7,51.5,62.8,Clear,1,1
26.0,91.5,66.7,Clear,0,0
67.2,83.8,52.6,Snow,1,1
53.6,79.7,70.9,Clear,0,0
37.3,89.9,81.7,Clear,0,0
51.0,99.4,60.6,Rain,0,0
38.1,91.6,58.6,Clear,0,0
57.9,78.2,96.9,Clear,0,0
47.1,81.4,76.2,Rain,0,0
29.0,98.3,72.9,Clear,0,0
25.8,86.2,85.6,Rain,0,0
54.6,83.4,64.1,Clear,0,0
78.5,51.6,64.5,Clear,0,0
41.0,100.0,72.4,Clear,0,0
67.1,81.5,61.3,Clear,0,0
62.1,76.6,61.2,Snow,0,0
80.4,53.6,40.6,Rain,1,1
73.0,59.6,77.4,Clear,1,1
56.0,74.9,55.4,Clear,0,0
62.0,81.0,48.8,Clear,0,0
78.2,61.0,53.8,Clear,1,1
44.8,90.6,59.7,Clear,0,0
39.9,91.3,70.7,Rain,0,0
18.7,100.0,86.6,Clear,0,0
73.4,49.6,67.8,Clear,1,1
71.7,54.9,66.7,Clear,0,0
25.0,84.3,74.1,Clear,0,0
56.6,87.5,65.0,Rain,0,0
49.1,88.9,71.6,Clear,0,0
26.0,100.0,59.2,Clear,0,0
83.7,38.3,59.4,Clear,0,0
32.4,91.0,59.7,Snow,0,0
22.5,98.2,98.6,Clear,0,0
57.9,85.0,60.0,Rain,0,0
67.5,61.8,58.3,Clear,1,1
20.2,100.0,71.4,Rain,0,0
62.1,86.5,56.0,Rain,0,1
53.7,87.4,88.5,Clear,1,0
24.9,100.0,86.6,Rain,0,0
29.6,100.0,59.9,Rain,0,0
56.1,83.7,79.8,Clear,0,1
37.9,87.0,84.0,Clear,0,0
80.9,47.9,52.0,Rain,1,1
72.9,65.4,61.1,Rain,1,1
83.9,29.4,53.5,Rain,1,1
35.4,100.0,92.8,Rain,0,0
83.0,40.4,46.0,Rain,1,1
46.9,94.3,69.9,Rain,1,0
41.3,100.0,66.4,Clear,0,0
21.4,98.8,64.3,Clear,0,0
21.5,100.0,100.5,Snow,0,0
64.4,87.9,49.6,Clear,0,1
48.7,81.9,69.9,Clear,1,0
33.2,94.4,56.5,Rain,0,0
59.1,84.5,59.6,Clear,0,0
34.9,85.6,77.4,Clear,1,0
56.7,100.0,56.3,Clear,0,0
42.1,79.1,76.2,Rain,0,0
73.2,51.2,55.2,Snow,0,1
73.0,72.5,69.6,Clear,1,1
50.0,92.9,80.8,Clear,0,0
41.5,82.4,64.7,Clear,0,0
42.3,95.1,71.1,Clear,0,0
72.0,76.2,60.2,Clear,0,0
40.0,91.0,77.4,Clear,0,1
32.0,100.0,74.5,Clear,1,0
23.7,83.9,79.6,Clear,0,0
49.3,93.0,65.1,Clear,0,0
50.3,96.4,68.2,Rain,0,0
74.3,65.9,70.4,Rain,1,1
32.8,92.4,80.5,Snow,0,0
43.5,87.5,76.8,Rain,1,0
72.2,67.6,65.6,Clear,0,0
73.2,68.1,56.4,Rain,0,1
43.8,94.5,72.9,Clear,0,0
48.8,96.0,56.8,Rain,0,0
38.3,83.7,84.6,Rain,0,0
80.5,42.2,30.0,Rain,1,1
25.9,89.3,75.9,Snow,0,0
80.6,40.8,66.4,Rain,1,1
63.8,89.8,48.0,Rain,0,0
53.6,86.6,69.8,Clear,0,0
20.2,100.0,72.3,Snow,0,0
49.9,88.8,63.6,Clear,0,0
45.3,89.5,78.5,Snow,1,1
28.8,96.5,77.7,Clear,0,0
62.0,77.3,42.1,Clear,0,1
83.1,37.4,44.2,Rain,1,1
55.7,94.0,74.7,Clear,0,0
65.9,80.0,65.3,Rain,1,0
22.6,91.8,95.6,Clear,0,0
46.0,81.4,85.6,Rain,0,0
25.8,93.3,73.5,Rain,0,0
59.1,84.2,88.6,Rain,0,0
80.9,52.6,55.1,Clear,0,0
62.3,71.5,52.6,Clear,0,0
23.1,95.4,71.6,Rain,0,0
41.8,91.6,47.9,Clear,0,0
54.9,70.6,81.3,Clear,1,1
45.0,82.5,85.1,Rain,0,0
73.9,54.5,47.5,Clear,0,0
72.6,56.6,55.9,Clear,0,1
59.0,85.1,64.6,Clear,1,1
43.0,88.7,60.4,Clear,1,1
35.1,88.7,55.6,Rain,0,0
25.1,100.0,75.1,Clear,0,0
41.8,100.0,67.3,Snow,0,0
45.7,100.0,65.0,Clear,0,0
63.3,66.5,64.1,Clear,0,0
62.1,87.0,76.7,Clear,0,0
22.7,96.7,75.1,Clear,0,0
44.5,90.6,71.1,Rain,1,0
30.2,91.9,82.4,Rain,1,0
28.5,96.7,81.3,Clear,0,0
73.4,62.2,51.7,Rain,1,1
20.8,94.2,79.8,Clear,0,0
46.1,81.6,74.2,Clear,0,0
29.3,91.9,64.2,Clear,0,0
76.9,54.5,69.1,Snow,1,0
55.3,89.9,79.4,Clear,0,1
33.5,100.0,66.6,Rain,0,0
51.7,82.6,68.5,Clear,0,0
67.0,78.6,66.8,Clear,1,1
82.2,47.6,48.9,Clear,1,1
32.8,100.0,78.9,Rain,0,0
77.4,51.0,57.9,Rain,1,1
80.6,42.0,40.3,Clear,0,0
79.4,48.2,60.0,Rain,0,1
60.6,73.8,52.0,Clear,0,1
60.2,81.6,72.5,Snow,0,0
45.0,95.2,62.5,Rain,0,0
68.4,78.1,58.2,Rain,1,1
53.6,83.6,79.5,Rain,1,0
63.4,83.6,66.8,Clear,0,1
46.7,81.9,57.7,Rain,0,0
67.0,82.0,50.2,Clear,0,1
73.2,60.8,51.9,Clear,0,0
27.8,93.9,80.0,Clear,0,0
73.8,57.2,61.3,Clear,1,1
54.2,85.0,57.1,Clear,0,0
74.6,54.6,45.7,Clear,1,1
46.9,93.7,71.3,Clear,0,0
43.4,86.7,68.0,Clear,0,0
79.3,59.6,77.0,Rain,1,1
34.8,100.0,73.6,Clear,0,0
74.6,51.1,75.5,Rain,1,1
50.4,87.6,55.3,Clear,0,0
52.4,81.0,50.5,Clear,0,0
38.7,89.1,60.5,Clear,0,0
56.4,100.0,76.5,Clear,0,1
39.8,88.8,88.8,Rain,1,0
20.6,100.0,71.1,Rain,0,0
36.2,97.0,68.1,Clear,0,0
18.4,91.8,68.1,Clear,0,0
83.5,29.8,35.7,Rain,1,1
82.7,29.1,61.3,Clear,1,1
44.5,82.3,71.6,Clear,1,1
66.8,54.1,60.6,Rain,0,1
41.2,95.1,56.7,Clear,0,0
63.0,98.4,78.4,Snow,1,0
72.0,65.7,53.4,Rain,0,0
81.4,30.4,60.0,Clear,0,1
44.8,84.1,54.7,Clear,0,0
70.5,64.4,57.1,Clear,1,1
35.8,84.7,75.8,Clear,0,0
84.4,41.6,56.7,Snow,1,1
19.7,100.0,80.9,Rain,0,0
58.4,74.6,68.8,Clear,0,0
62.2,88.1,51.0,Clear,0,0
64.1,93.8,63.5,Clear,0,1
26.1,100.0,77.9,Clear,0,0
80.9,66.0,57.2,Rain,0,1
30.1,87.9,75.9,Rain,1,1
59.7,100.0,50.6,Clear,0,0
32.9,91.2,60.9,Clear,0,0
38.6,87.0,49.6,Rain,1,1
54.6,88.0,73.5,Clear,0,0
46.0,84.2,77.1,Rain,1,0
28.7,98.9,84.1,Clear,0,0
29.5,84.9,78.5,Rain,0,0
46.0,86.9,47.5,Rain,0,0
68.7,82.5,49.4,Rain,0,0
78.2,49.2,57.6,Snow,1,1
23.6,98.9,79.1,Snow,1,0
44.3,93.3,67.2,Rain,0,0
24.7,100.0,81.0,Snow,1,0
19.1,86.3,79.7,Rain,0,0
62.3,86.9,63.5,Rain,1,1
58.4,81.7,57.5,Clear,0,0
28.9,97.0,85.5,Clear,0,0
33.7,100.0,69.4,Rain,0,0
19.6,89.8,66.1,Clear,0,0
73.9,51.6,49.9,Rain,1,1
83.3,21.8,50.4,Clear,1,1
27.1,92.0,86.3,Clear,0,0
33.5,100.0,73.4,Rain,0,0
76.2,53.4,54.9,Snow,1,1
80.1,34.3,42.7,Clear,1,1
46.1,84.9,76.6,Rain,0,0
21.4,86.7,72.1,Rain,0,0
20.6,89.9,77.9,Clear,0,0
56.5,87.7,79.4,Clear,0,0
44.3,80.1,74.6,Clear,0,0
19.9,100.0,62.9,Clear,0,0
57.1,83.8,46.7,Clear,0,0
18.8,100.0,79.1,Clear,0,0
70.8,65.2,46.8,Clear,0,1
38.5,98.0,78.3,Rain,0,0
20.7,100.0,79.3,Clear,0,0
57.4,86.9,65.9,Rain,0,1
44.6,93.9,62.3,Clear,0,0
83.2,35.7,71.3,Rain,1,1
54.5,89.8,93.8,Rain,1,1
36.4,89.9,69.8,Clear,0,0
65.5,79.9,64.5,Snow,0,0
36.2,90.5,73.7,Rain,0,0
78.6,44.9,53.2,Rain,1,1
43.1,84.4,61.6,Rain,0,0
54.8,89.0,54.4,Clear,0,1
21.4,100.0,67.3,Clear,0,0
46.6,97.9,72.6,Clear,1,0
73.8,50.1,52.5,Clear,0,1
72.0,74.8,32.6,Clear,0,0
33.0,91.4,78.4,Rain,0,0
33.1,98.7,73.6,Clear,0,0
72.8,55.3,71.6,Snow,1,0
80.3,45.5,58.8,Clear,1,1
24.4,100.0,62.7,Clear,1,0
48.2,76.1,45.6,Clear,1,0
40.6,95.8,63.8,Clear,0,0
76.3,64.8,50.4,Snow,1,1
23.6,96.4,87.2,Rain,1,0
32.1,100.0,74.3,Clear,0,0
68.4,71.5,71.2,Snow,1,1
21.4,100.0,65.4,Rain,0,0
51.0,69.1,76.5,Clear,1,0
47.6,100.0,75.4,Rain,0,0
40.4,100.0,50.9,Rain,0,0
44.4,87.1,82.7,Clear,1,0
53.5,70.0,66.7,Rain,0,0
28.8,98.0,79.6,Clear,0,0
56.3,73.1,56.0,Clear,0,0
72.0,68.0,71.2,Clear,1,1
68.9,75.1,47.8,Snow,1,1
28.3,88.3,84.2,Rain,0,0
28.0,100.0,84.2,Clear,1,0
36.0,99.3,63.1,Clear,0,0
42.2,98.1,90.2,Clear,0,0
45.4,89.1,71.4,Rain,0,0
63.5,70.5,68.3,Clear,0,1
21.8,100.0,63.2,Rain,0,0
20.3,96.9,100.2,Snow,1,0
44.3,78.4,57.3,Rain,0,1
64.7,92.1,71.6,Clear,0,0
31.0,100.0,64.9,Clear,0,1
61.0,82.5,56.6,Clear,0,0
35.4,100.0,80.9,Rain,0,0
77.4,52.2,66.5,Rain,0,0
78.0,46.9,43.3,Clear,0,0
37.9,87.0,82.9,Clear,1,1
33.4,100.0,84.3,Rain,0,0
45.6,82.7,59.6,Clear,0,0
34.1,99.4,89.5,Clear,0,0
63.0,77.5,47.4,Rain,1,1
73.3,57.5,51.6,Clear,0,0
63.1,90.2,66.8,Rain,0,0
73.2,58.4,49.4,Rain,1,1
44.6,86.1,72.0,Rain,0,0
28.5,100.0,78.2,Clear,0,0
67.4,88.1,58.4,Clear,0,0
42.2,95.5,78.7,Clear,0,0
63.0,76.8,59.7,Clear,1,1
36.1,88.7,75.1,Snow,0,0
23.4,98.5,89.3,Rain,0,0
84.5,37.0,61.3,Clear,1,1
28.5,87.9,83.7,Snow,0,0
84.2,40.8,42.0,Rain,1,1
83.5,37.5,59.1,Clear,1,1
71.2,52.6,49.9,Clear,1,1
62.2,74.9,49.5,Clear,0,0
56.7,80.5,63.8,Snow,0,0
76.0,54.1,47.7,Clear,1,1
37.4,100.0,80.1,Rain,0,0
49.3,89.4,75.6,Clear,0,0
59.5,76.7,44.4,Rain,0,0
45.5,90.7,60.7,Clear,0,0
46.6,85.7,53.9,Snow,0,0
40.1,93.7,66.5,Snow,0,0
55.8,89.5,69.4,Clear,0,0
75.0,66.9,54.8,Rain,0,0
31.5,94.4,68.7,Rain,0,1
80.6,56.9,68.0,Snow,1,1
64.2,88.8,38.5,Clear,0,0
73.2,56.0,70.3,Clear,1,1
55.3,100.0,59.7,Rain,0,0
70.2,71.3,58.3,Rain,1,1
19.1,92.9,74.3,Clear,1,1
72.8,75.6,73.5,Rain,0,0
20.7,100.0,66.6,Clear,0,0
77.6,50.6,56.3,Rain,1,1
84.5,30.5,58.7,Clear,1,1
37.7,90.7,56.0,Clear,0,0
32.1,100.0,65.2,Clear,0,0
69.3,81.2,58.0,Clear,0,0
35.0,97.8,64.4,Clear,0,0
76.0,55.6,48.6,Clear,0,0
24.9,100.0,73.7,Clear,1,1
26.4,94.1,83.1,Clear,0,0
83.6,44.8,50.3,Rain,1,1
63.1,79.6,72.7,Clear,1,1
74.7,61.3,47.3,Clear,0,1
39.7,90.4,58.8,Rain,0,0
63.3,81.4,81.1,Snow,0,0
57.8,81.1,57.5,Rain,0,1
58.4,94.6,50.7,Clear,1,1
63.7,75.8,44.3,Rain,0,0
56.5,78.7,75.3,Snow,1,1
46.7,100.0,65.1,Clear,0,0
36.5,100.0,70.1,Snow,0,0
69.5,51.3,57.8,Clear,1,1
33.2,89.4,84.1,Clear,0,0
64.4,66.9,59.6,Clear,1,0
33.6,86.1,97.2,Rain,1,0
59.9,58.1,64.6,Clear,1,1
68.1,72.8,70.6,Clear,1,1
32.7,85.0,82.2,Clear,0,0
22.0,98.9,78.0,Clear,0,0
26.8,83.5,70.6,Clear,0,0
58.6,84.4,67.1,Clear,0,1
74.9,54.1,62.3,Clear,1,1
21.0,100.0,73.1,Snow,0,0
67.2,87.2,62.0,Clear,0,0
40.9,97.1,83.2,Clear,1,0
50.1,84.6,87.9,Clear,0,0
80.2,60.5,63.7,Clear,1,0
40.2,78.7,89.7,Clear,0,0
49.2,76.3,61.2,Clear,0,0
18.9,99.0,86.7,Rain,0,0
23.5,100.0,91.2,Clear,0,0
35.3,91.5,64.1,Clear,0,0
19.9,97.8,74.4,Clear,0,0
60.3,71.5,80.5,Rain,0,0
46.6,96.1,58.8,Rain,0,0
54.7,92.9,51.9,Clear,0,0
29.7,100.0,90.6,Clear,0,0
37.8,87.0,84.0,Snow,1,1
62.5,76.6,66.5,Clear,0,1
82.7,28.4,53.7,Clear,1,1
21.4,99.3,74.3,Clear,0,0
77.7,42.2,59.0,Clear,1,1
56.7,75.1,80.3,Snow,1,1
55.8,81.5,67.3,Snow,0,0
51.5,82.7,88.3,Rain,0,0
22.6,93.8,69.2,Clear,0,0
24.0,100.0,77.4,Clear,0,0
58.3,84.5,60.2,Clear,0,0
40.8,88.6,60.0,Snow,0,0
79.5,48.0,53.9,Rain,0,1
45.2,81.2,73.3,Clear,0,0
27.6,97.0,81.4,Clear,0,0
65.9,80.3,82.6,Clear,0,0
37.7,80.1,76.8,Snow,0,0
53.2,93.9,77.4,Clear,0,0
64.8,74.2,62.0,Clear,0,0
78.3,50.0,72.7,Clear,1,1
71.1,75.9,82.8,Clear,0,1
63.3,89.3,67.2,Snow,0,0
63.5,82.1,51.9,Snow,1,1
81.4,39.0,49.2,Snow,1,1
37.8,99.7,74.9,Rain,0,0
18.1,100.0,84.5,Clear,0,0
36.2,87.8,79.7,Clear,0,0
32.6,87.8,78.8,Clear,0,0
62.3,65.7,62.3,Rain,1,0
60.5,84.2,56.7,Clear,0,0
57.8,83.4,68.1,Rain,0,0
19.1,100.0,98.1,Clear,0,0
66.8,79.7,70.7,Clear,0,0
39.7,100.0,76.7,Rain,0,0
62.6,76.6,72.5,Snow,1,1
55.3,94.2,61.4,Clear,0,0
41.0,86.6,65.7,Clear,0,0
27.0,100.0,68.9,Snow,0,0
24.3,85.8,76.2,Rain,1,0
73.7,62.2,53.5,Clear,0,1
79.5,30.4,67.5,Clear,1,1
61.5,80.4,57.8,Clear,0,0
24.9,100.0,69.2,Clear,1,0
44.9,85.1,88.7,Rain,0,0
66.8,68.4,56.0,Clear,1,1
70.2,75.4,60.6,Clear,1,1
25.9,96.0,81.3,Clear,0,0
18.0,96.1,68.6,Clear,0,0
65.7,79.8,73.3,Clear,0,0
41.9,100.0,76.8,Clear,0,0
35.1,100.0,88.8,Clear,0,0
18.9,100.0,72.9,Clear,0,0
54.2,89.0,66.5,Clear,0,0
75.0,58.5,57.6,Clear,1,1
82.2,20.8,57.0,Rain,1,1
55.9,79.4,50.3,Clear,0,0
52.5,82.4,67.3,Clear,0,0
23.7,82.7,63.5,Clear,0,0
54.8,76.0,68.9,Snow,1,1
43.5,74.0,48.5,Snow,1,1
58.7,83.4,45.2,Clear,0,0
44.0,96.1,77.8,Rain,0,0
34.1,100.0,68.1,Clear,0,0
24.4,100.0,67.6,Clear,0,0
39.1,83.9,84.3,Clear,1,1
24.5,82.0,80.7,Clear,0,0
29.9,81.2,84.0,Clear,0,0
84.2,25.1,51.9,Rain,1,1
47.8,81.0,94.9,Rain,1,1
53.6,84.5,59.7,Clear,0,0
76.5,45.4,74.0,Clear,0,0
84.7,36.6,52.7,Clear,0,0
57.0,82.5,47.8,Clear,0,0
72.4,63.4,63.1,Snow,1,1
39.9,100.0,74.4,Rain,0,0
38.5,82.4,61.3,Snow,0,0
