Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident
Clear,Mountain Road,Morning,1.0,60.0,2.0,0.0,None,Dry,Car,52.0,30.0,Daylight,0.0
Snowy,City Road,Afternoon,1.0,60.0,3.0,0.0,Moderate,Icy,Truck,72.0,57.0,Daylight,1.0
Clear,City Road,Night,0.0,60.0,4.0,0.0,None,Wet,Car,62.0,48.0,Artificial Light,0.0
Rainy,City Road,Morning,2.0,30.0,6.0,0.0,Low,Wet,Car,36.0,16.0,Daylight,1.0
Clear,Rural Road,Afternoon,1.0,80.0,2.0,0.0,None,Dry,Bus,72.0,51.0,Daylight,0.0
Snowy,City Road,Morning,2.0,50.0,4.0,0.0,Low,Wet,Car,26.0,8.0,Daylight,1.0
Rainy,Rural Road,Night,0.0,50.0,1.0,0.0,Low,Wet,Car,26.0,4.0,No Light,1.0
Rainy,City Road,Evening,2.0,50.0,8.0,0.0,Moderate,Wet,Truck,25.0,10.0,Artificial Light,1.0
Clear,Highway,Evening,2.0,120.0,6.0,0.0,Moderate,Wet,Car,51.0,28.0,Artificial Light,1.0
Clear,City Road,Evening,2.0,60.0,6.0,0.0,None,Dry,Car,52.0,35.0,Daylight,0.0
Rainy,City Road,Evening,1.0,50.0,3.0,0.0,Low,Wet,Car,71.0,47.0,Artificial Light,1.0
Rainy,Highway,Afternoon,2.0,100.0,8.0,0.0,None,Wet,Truck,52.0,33.0,Daylight,0.0
Foggy,City Road,Afternoon,1.0,50.0,3.0,0.0,Low,Dry,Car,59.0,37.0,Daylight,1.0
Rainy,City Road,Night,1.0,50.0,2.0,0.0,Low,Dry,Car,51.0,39.0,Artificial Light,1.0
Clear,City Road,Morning,2.0,50.0,5.0,0.0,None,Dry,Car,45.0,30.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,50.0,4.0,0.0,None,Under Construction,Motorcycle,33.0,19.0,Daylight,0.0
Clear,Highway,Afternoon,2.0,120.0,5.0,0.0,None,Dry,Motorcycle,73.0,49.0,Daylight,0.0
Rainy,Highway,Afternoon,1.0,100.0,4.0,0.0,None,Wet,Car,40.0,27.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,60.0,4.0,0.0,None,Dry,Car,39.0,15.0,Daylight,0.0
Rainy,City Road,Afternoon,2.0,60.0,4.0,0.0,None,Dry,Motorcycle,57.0,36.0,Daylight,0.0
Foggy,City Road,Morning,1.0,30.0,4.0,0.0,None,Wet,Car,28.0,6.0,Daylight,0.0
Clear,Highway,Morning,2.0,100.0,6.0,0.0,None,Under Construction,Car,32.0,7.0,Daylight,0.0
Clear,Rural Road,Afternoon,1.0,80.0,2.0,0.0,None,Dry,Car,57.0,43.0,Daylight,0.0
Rainy,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Wet,Car,58.0,30.0,Daylight,0.0
Rainy,Rural Road,Afternoon,1.0,50.0,3.0,0.0,None,Wet,Truck,51.0,38.0,Daylight,0.0
Snowy,City Road,Morning,1.0,50.0,5.0,0.0,None,Icy,Car,41.0,22.0,Daylight,0.0
Snowy,Highway,Morning,2.0,80.0,6.0,0.0,None,Dry,Truck,49.0,27.0,Daylight,0.0
Foggy,Rural Road,Afternoon,0.0,60.0,1.0,0.0,None,Wet,Car,66.0,54.0,Daylight,0.0
Foggy,City Road,Morning,2.0,50.0,5.0,0.0,Low,Dry,Car,46.0,28.0,Daylight,1.0
Rainy,Rural Road,Afternoon,0.0,60.0,2.0,0.0,None,Dry,Car,75.0,58.0,Daylight,0.0
Clear,Rural Road,Morning,2.0,60.0,5.0,0.0,Low,Under Construction,Car,29.0,10.0,Daylight,1.0
Clear,City Road,Afternoon,1.0,60.0,3.0,0.0,None,Dry,Truck,45.0,33.0,Daylight,0.0
Rainy,City Road,Evening,1.0,50.0,3.0,0.0,None,Dry,Car,25.0,8.0,Daylight,0.0
Clear,City Road,Afternoon,0.0,60.0,1.0,0.0,None,Dry,Bus,70.0,51.0,Daylight,0.0
Rainy,Highway,Morning,2.0,100.0,7.0,0.0,High,Wet,Motorcycle,24.0,8.0,Daylight,1.0
Rainy,Highway,Afternoon,0.0,80.0,2.0,0.0,None,Wet,Truck,46.0,24.0,Daylight,0.0
Clear,City Road,Night,1.0,30.0,4.0,0.0,None,Dry,Car,72.0,52.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,50.0,6.0,0.0,None,Dry,Car,20.0,1.0,Artificial Light,0.0
Clear,Highway,Morning,2.0,120.0,7.0,0.0,Moderate,Dry,Car,75.0,57.0,Daylight,1.0
Clear,Highway,Afternoon,1.0,120.0,4.0,0.0,None,Dry,Car,58.0,38.0,Daylight,0.0
Snowy,City Road,Evening,1.0,50.0,4.0,0.0,Low,Wet,Car,33.0,8.0,Artificial Light,1.0
Foggy,City Road,Night,2.0,50.0,6.0,1.0,Moderate,Wet,Car,62.0,49.0,Artificial Light,1.0
Clear,City Road,Afternoon,2.0,60.0,4.0,1.0,Moderate,Dry,Car,34.0,16.0,Daylight,1.0
Stormy,City Road,Afternoon,1.0,50.0,2.0,0.0,None,Wet,Car,69.0,54.0,Daylight,0.0
Clear,City Road,Morning,2.0,50.0,5.0,0.0,None,Dry,Motorcycle,49.0,34.0,Daylight,0.0
Foggy,Mountain Road,Evening,0.0,30.0,4.0,0.0,None,Wet,Motorcycle,70.0,58.0,No Light,0.0
Foggy,City Road,Evening,2.0,50.0,6.0,0.0,None,Under Construction,Motorcycle,47.0,25.0,Artificial Light,0.0
Clear,Rural Road,Evening,1.0,80.0,3.0,0.0,None,Dry,Car,38.0,24.0,No Light,0.0
Clear,City Road,Morning,2.0,30.0,4.0,0.0,None,Dry,Car,69.0,49.0,Daylight,0.0
Clear,Mountain Road,Evening,2.0,50.0,7.0,0.0,None,Dry,Car,26.0,9.0,No Light,0.0
Clear,City Road,Afternoon,1.0,50.0,2.0,0.0,None,Dry,Truck,67.0,51.0,Daylight,0.0
Clear,City Road,Evening,1.0,50.0,3.0,0.0,None,Dry,Motorcycle,42.0,34.0,Artificial Light,0.0
Rainy,Mountain Road,Afternoon,0.0,60.0,2.0,0.0,None,Wet,Car,45.0,34.0,Daylight,0.0
Snowy,City Road,Afternoon,2.0,30.0,4.0,0.0,None,Icy,Truck,61.0,47.0,Daylight,0.0
Rainy,Rural Road,Evening,1.0,80.0,5.0,0.0,None,Dry,Car,66.0,44.0,No Light,0.0
Foggy,City Road,Night,0.0,50.0,4.0,0.0,None,Wet,Car,66.0,50.0,Artificial Light,0.0
Clear,Rural Road,Morning,0.0,60.0,1.0,0.0,None,Dry,Car,64.0,41.0,Daylight,0.0
Snowy,Mountain Road,Night,0.0,30.0,1.0,0.0,Low,Icy,Truck,30.0,14.0,No Light,1.0
Foggy,City Road,Morning,1.0,60.0,3.0,0.0,None,Wet,Car,64.0,48.0,Daylight,0.0
Rainy,Mountain Road,Afternoon,0.0,60.0,2.0,0.0,None,Wet,Car,74.0,58.0,Daylight,0.0
Clear,Rural Road,Morning,2.0,80.0,5.0,0.0,None,Dry,Truck,38.0,20.0,Daylight,0.0
Rainy,City Road,Morning,2.0,30.0,6.0,0.0,None,Dry,Truck,46.0,27.0,Daylight,0.0
Rainy,Mountain Road,Morning,0.0,50.0,1.0,0.0,Low,Wet,Truck,31.0,13.0,Daylight,1.0
Snowy,Rural Road,Night,0.0,50.0,1.0,0.0,None,Icy,Car,64.0,49.0,No Light,0.0
Snowy,Highway,Morning,2.0,100.0,8.0,0.0,High,Icy,Car,52.0,38.0,Daylight,1.0
Stormy,Rural Road,Morning,0.0,80.0,2.0,0.0,None,Wet,Car,61.0,40.0,Daylight,0.0
Stormy,City Road,Afternoon,1.0,30.0,3.0,0.0,None,Icy,Car,23.0,5.0,Daylight,0.0
Snowy,Rural Road,Night,0.0,80.0,2.0,0.0,None,Icy,Car,42.0,25.0,No Light,0.0
Stormy,Highway,Afternoon,1.0,120.0,5.0,0.0,Moderate,Icy,Car,21.0,0.0,Daylight,1.0
Clear,City Road,Morning,2.0,50.0,4.0,0.0,None,Dry,Car,55.0,41.0,Daylight,0.0
Rainy,City Road,Night,1.0,60.0,3.0,1.0,Low,Under Construction,Motorcycle,44.0,27.0,Artificial Light,1.0
Rainy,City Road,Night,2.0,50.0,7.0,0.0,None,Wet,Car,39.0,22.0,Artificial Light,0.0
Clear,Highway,Afternoon,2.0,100.0,5.0,0.0,None,Under Construction,Car,74.0,58.0,Daylight,0.0
Rainy,City Road,Afternoon,1.0,30.0,3.0,0.0,None,Wet,Motorcycle,61.0,45.0,Daylight,0.0
Rainy,Rural Road,Evening,1.0,50.0,4.0,0.0,None,Wet,Car,63.0,49.0,No Light,0.0
Foggy,Rural Road,Evening,0.0,80.0,2.0,0.0,None,Wet,Motorcycle,74.0,54.0,Artificial Light,0.0
Rainy,Highway,Evening,2.0,100.0,8.0,0.0,None,Wet,Motorcycle,40.0,13.0,Daylight,0.0
Rainy,City Road,Evening,1.0,50.0,4.0,0.0,None,Wet,Motorcycle,46.0,26.0,Artificial Light,0.0
Foggy,City Road,Morning,2.0,60.0,6.0,0.0,None,Wet,Car,56.0,44.0,Daylight,0.0
Clear,City Road,Morning,2.0,50.0,5.0,0.0,None,Dry,Car,71.0,58.0,Daylight,0.0
Foggy,Highway,Afternoon,0.0,80.0,3.0,0.0,None,Wet,Bus,35.0,17.0,Daylight,0.0
Clear,City Road,Evening,1.0,30.0,4.0,0.0,None,Under Construction,Car,35.0,13.0,Daylight,0.0
Rainy,City Road,Night,0.0,50.0,1.0,0.0,None,Wet,Car,32.0,12.0,Artificial Light,0.0
Foggy,Rural Road,Afternoon,0.0,80.0,1.0,0.0,None,Wet,Motorcycle,22.0,4.0,Daylight,0.0
Foggy,Highway,Afternoon,1.0,100.0,3.0,0.0,None,Dry,Truck,62.0,43.0,Daylight,0.0
Clear,Mountain Road,Afternoon,2.0,30.0,4.0,0.0,None,Wet,Bus,25.0,3.0,Daylight,0.0
Clear,City Road,Morning,2.0,30.0,5.0,0.0,Low,Under Construction,Car,62.0,46.0,Daylight,1.0
Clear,Rural Road,Afternoon,0.0,60.0,2.0,0.0,None,Under Construction,Car,49.0,36.0,Daylight,0.0
Snowy,City Road,Evening,2.0,60.0,5.0,0.0,None,Icy,Car,23.0,3.0,Daylight,0.0
Foggy,Rural Road,Afternoon,2.0,80.0,4.0,0.0,None,Wet,Car,57.0,33.0,Daylight,0.0
Foggy,City Road,Night,2.0,50.0,5.0,0.0,None,Dry,Motorcycle,62.0,47.0,Artificial Light,0.0
Snowy,Highway,Afternoon,1.0,120.0,5.0,0.0,Low,Icy,Motorcycle,43.0,26.0,Daylight,1.0
Snowy,City Road,Evening,2.0,30.0,5.0,0.0,None,Icy,Car,52.0,32.0,Daylight,0.0
Stormy,Highway,Afternoon,1.0,100.0,4.0,0.0,None,Icy,Truck,29.0,15.0,Daylight,0.0
Clear,Rural Road,Morning,2.0,80.0,6.0,0.0,None,Dry,Motorcycle,26.0,9.0,Daylight,0.0
Rainy,Highway,Evening,2.0,100.0,8.0,0.0,High,Wet,Car,47.0,29.0,Artificial Light,1.0
Clear,City Road,Morning,2.0,50.0,5.0,1.0,None,Dry,Car,39.0,29.0,Daylight,0.0
Foggy,Rural Road,Evening,0.0,50.0,2.0,0.0,Low,Wet,Motorcycle,73.0,56.0,No Light,1.0
Rainy,Highway,Evening,2.0,80.0,6.0,0.0,None,Wet,Car,73.0,58.0,Artificial Light,0.0
Rainy,Highway,Evening,1.0,100.0,4.0,0.0,None,Wet,Car,41.0,28.0,Artificial Light,0.0
Snowy,Mountain Road,Afternoon,0.0,60.0,2.0,0.0,None,Icy,Car,72.0,51.0,Daylight,0.0
Rainy,Highway,Night,1.0,100.0,3.0,1.0,Moderate,Wet,Truck,60.0,42.0,Artificial Light,1.0
Snowy,Highway,Afternoon,0.0,100.0,4.0,0.0,None,Wet,Car,43.0,22.0,Daylight,0.0
Clear,City Road,Night,1.0,30.0,3.0,1.0,None,Dry,Motorcycle,55.0,34.0,Artificial Light,0.0
Stormy,Highway,Night,0.0,80.0,2.0,1.0,High,Wet,Car,58.0,43.0,Artificial Light,1.0
Clear,Highway,Afternoon,1.0,100.0,6.0,0.0,None,Dry,Car,52.0,27.0,Daylight,0.0
Stormy,City Road,Night,1.0,30.0,5.0,0.0,None,Under Construction,Car,70.0,49.0,Artificial Light,0.0
Rainy,City Road,Afternoon,2.0,60.0,5.0,0.0,Low,Dry,Motorcycle,42.0,30.0,Daylight,1.0
Clear,Highway,Evening,1.0,100.0,4.0,0.0,None,Dry,Car,29.0,13.0,Artificial Light,0.0
Clear,Rural Road,Morning,2.0,80.0,5.0,0.0,None,Dry,Truck,58.0,47.0,Daylight,0.0
Rainy,City Road,Night,2.0,60.0,6.0,0.0,None,Dry,Car,38.0,22.0,Artificial Light,0.0
Foggy,Rural Road,Evening,1.0,80.0,4.0,0.0,Moderate,Wet,Car,28.0,9.0,Artificial Light,1.0
Rainy,City Road,Evening,2.0,30.0,6.0,0.0,Low,Wet,Car,46.0,28.0,Daylight,1.0
Stormy,City Road,Night,2.0,50.0,5.0,0.0,Low,Wet,Motorcycle,37.0,18.0,Artificial Light,1.0
Foggy,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Wet,Car,53.0,34.0,Daylight,0.0
Clear,Mountain Road,Afternoon,0.0,50.0,3.0,0.0,Low,Dry,Truck,73.0,54.0,Daylight,1.0
Snowy,Highway,Afternoon,1.0,120.0,4.0,0.0,None,Icy,Car,45.0,28.0,Daylight,0.0
Rainy,Highway,Evening,2.0,120.0,6.0,0.0,High,Wet,Car,42.0,21.0,Artificial Light,1.0
Rainy,Highway,Evening,1.0,120.0,4.0,0.0,None,Wet,Car,30.0,10.0,Artificial Light,0.0
Rainy,Rural Road,Morning,2.0,60.0,5.0,0.0,Low,Wet,Truck,52.0,36.0,Daylight,1.0
Rainy,City Road,Afternoon,2.0,50.0,4.0,0.0,Low,Wet,Car,71.0,54.0,Daylight,1.0
Clear,City Road,Afternoon,2.0,50.0,4.0,0.0,None,Dry,Car,18.0,2.0,Daylight,0.0
Clear,City Road,Night,1.0,30.0,2.0,1.0,Low,Dry,Car,29.0,8.0,Artificial Light,1.0
Clear,Highway,Night,1.0,100.0,4.0,0.0,None,Dry,Truck,41.0,28.0,Artificial Light,0.0
Clear,Highway,Afternoon,2.0,120.0,7.0,0.0,None,Dry,Car,51.0,25.0,Daylight,0.0
Stormy,Mountain Road,Afternoon,1.0,50.0,7.0,0.0,None,Wet,Car,69.0,49.0,Daylight,0.0
Clear,City Road,Night,2.0,60.0,4.0,1.0,None,Dry,Truck,49.0,29.0,Artificial Light,0.0
Rainy,City Road,Afternoon,2.0,50.0,6.0,0.0,Low,Wet,Car,37.0,20.0,Daylight,1.0
Rainy,City Road,Evening,2.0,60.0,5.0,1.0,None,Under Construction,Car,20.0,1.0,Artificial Light,0.0
Foggy,Highway,Afternoon,1.0,100.0,4.0,1.0,Moderate,Wet,Truck,74.0,58.0,Daylight,1.0
Clear,Highway,Afternoon,0.0,80.0,2.0,0.0,None,Dry,Bus,60.0,38.0,Daylight,0.0
Foggy,Highway,Night,0.0,120.0,4.0,0.0,Low,Wet,Car,46.0,28.0,Artificial Light,1.0
Stormy,Highway,Afternoon,1.0,120.0,4.0,0.0,High,Wet,Car,40.0,26.0,Daylight,1.0
Snowy,Rural Road,Afternoon,1.0,50.0,2.0,0.0,None,Icy,Truck,22.0,10.0,Daylight,0.0
Rainy,Mountain Road,Afternoon,0.0,50.0,2.0,0.0,None,Wet,Car,41.0,22.0,Daylight,0.0
Foggy,City Road,Afternoon,2.0,30.0,4.0,0.0,Low,Wet,Car,28.0,6.0,Daylight,1.0
Clear,Mountain Road,Afternoon,1.0,60.0,2.0,0.0,None,Dry,Car,33.0,15.0,Daylight,0.0
Clear,Mountain Road,Morning,0.0,30.0,2.0,0.0,None,Dry,Car,53.0,37.0,Daylight,0.0
Rainy,Rural Road,Morning,0.0,60.0,4.0,0.0,Low,Wet,Motorcycle,66.0,46.0,Daylight,1.0
Snowy,City Road,Afternoon,2.0,30.0,5.0,0.0,Moderate,Icy,Truck,30.0,8.0,Daylight,1.0
Foggy,City Road,Night,1.0,60.0,2.0,0.0,Low,Wet,Car,42.0,25.0,Artificial Light,1.0
Rainy,Highway,Afternoon,2.0,120.0,5.0,0.0,Moderate,Wet,Car,23.0,5.0,Daylight,1.0
Clear,Rural Road,Night,0.0,80.0,3.0,0.0,None,Dry,Truck,30.0,12.0,No Light,0.0
Rainy,City Road,Evening,1.0,50.0,3.0,0.0,None,Wet,Motorcycle,43.0,30.0,Daylight,0.0
Clear,City Road,Night,2.0,50.0,4.0,0.0,None,Dry,Bus,51.0,36.0,Artificial Light,0.0
Rainy,City Road,Afternoon,0.0,50.0,2.0,0.0,None,Wet,Car,42.0,26.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,30.0,5.0,0.0,None,Dry,Car,40.0,18.0,Daylight,0.0
Snowy,City Road,Afternoon,1.0,60.0,4.0,0.0,None,Icy,Motorcycle,25.0,10.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,100.0,3.0,0.0,None,Wet,Car,39.0,19.0,Daylight,0.0
Rainy,City Road,Morning,2.0,50.0,4.0,0.0,Low,Dry,Car,49.0,33.0,Daylight,1.0
Stormy,City Road,Afternoon,1.0,30.0,4.0,0.0,None,Icy,Bus,21.0,3.0,Daylight,0.0
Rainy,Highway,Evening,1.0,100.0,4.0,0.0,None,Wet,Car,71.0,50.0,Artificial Light,0.0
Foggy,City Road,Evening,1.0,50.0,4.0,0.0,None,Dry,Car,47.0,29.0,Daylight,0.0
Foggy,Highway,Evening,0.0,100.0,2.0,0.0,None,Wet,Car,63.0,49.0,Artificial Light,0.0
Stormy,Rural Road,Morning,1.0,60.0,4.0,0.0,None,Under Construction,Car,56.0,41.0,Daylight,0.0
Rainy,Mountain Road,Afternoon,2.0,50.0,4.0,0.0,None,Wet,Car,27.0,7.0,Daylight,0.0
Stormy,Highway,Morning,2.0,100.0,6.0,0.0,Moderate,Wet,Car,33.0,14.0,Daylight,1.0
Foggy,Highway,Morning,0.0,100.0,4.0,0.0,None,Dry,Motorcycle,61.0,40.0,Daylight,0.0
Clear,City Road,Evening,2.0,50.0,5.0,0.0,None,Wet,Car,61.0,45.0,Daylight,0.0
Clear,Highway,Evening,1.0,100.0,6.0,1.0,Moderate,Dry,Motorcycle,24.0,5.0,Artificial Light,1.0
Stormy,City Road,Morning,2.0,50.0,5.0,0.0,Low,Wet,Car,35.0,11.0,Daylight,1.0
Snowy,City Road,Evening,0.0,50.0,2.0,0.0,None,Icy,Motorcycle,52.0,36.0,Daylight,0.0
Clear,Highway,Morning,2.0,80.0,6.0,0.0,None,Under Construction,Car,27.0,7.0,Daylight,0.0
Clear,City Road,Morning,1.0,50.0,2.0,0.0,None,Dry,Car,25.0,5.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,120.0,3.0,0.0,None,Dry,Car,45.0,28.0,Daylight,0.0
Foggy,City Road,Evening,1.0,50.0,5.0,0.0,Low,Wet,Car,53.0,22.0,Daylight,1.0
Rainy,City Road,Morning,2.0,50.0,6.0,0.0,None,Wet,Car,18.0,5.0,Daylight,0.0
Clear,City Road,Evening,2.0,50.0,6.0,0.0,Low,Dry,Motorcycle,65.0,52.0,Artificial Light,1.0
Rainy,City Road,Afternoon,1.0,60.0,4.0,0.0,None,Wet,Truck,40.0,18.0,Daylight,0.0
Rainy,City Road,Evening,1.0,50.0,5.0,0.0,Low,Dry,Motorcycle,26.0,4.0,Artificial Light,1.0
Clear,City Road,Afternoon,0.0,30.0,1.0,0.0,None,Wet,Car,48.0,26.0,Daylight,0.0
Stormy,Highway,Afternoon,0.0,100.0,3.0,0.0,None,Wet,Car,62.0,51.0,Daylight,0.0
Rainy,City Road,Evening,1.0,30.0,3.0,0.0,None,Wet,Motorcycle,46.0,20.0,Artificial Light,0.0
Rainy,Highway,Night,1.0,120.0,4.0,0.0,None,Dry,Car,50.0,34.0,No Light,0.0
Snowy,Rural Road,Afternoon,0.0,50.0,3.0,0.0,None,Icy,Car,41.0,18.0,Daylight,0.0
Stormy,Rural Road,Evening,1.0,80.0,3.0,0.0,None,Wet,Car,64.0,51.0,No Light,0.0
Clear,Mountain Road,Morning,0.0,60.0,5.0,0.0,None,Dry,Truck,33.0,18.0,Daylight,0.0
Clear,Highway,Morning,1.0,120.0,3.0,0.0,Low,Dry,Car,66.0,46.0,Daylight,1.0
Rainy,Rural Road,Morning,2.0,60.0,4.0,0.0,None,Wet,Car,75.0,58.0,Daylight,0.0
Stormy,City Road,Morning,1.0,50.0,2.0,0.0,Low,Wet,Car,51.0,32.0,Daylight,1.0
Clear,City Road,Morning,2.0,50.0,5.0,0.0,None,Dry,Truck,57.0,33.0,Daylight,0.0
Clear,City Road,Morning,2.0,50.0,4.0,0.0,None,Dry,Car,38.0,20.0,Daylight,0.0
Clear,Rural Road,Afternoon,1.0,80.0,2.0,0.0,None,Dry,Car,23.0,2.0,Daylight,0.0
Clear,Highway,Night,2.0,100.0,6.0,0.0,None,Dry,Car,27.0,15.0,Artificial Light,0.0
Clear,Rural Road,Afternoon,0.0,60.0,2.0,0.0,Low,Dry,Truck,48.0,28.0,Daylight,1.0
Clear,City Road,Evening,2.0,50.0,7.0,0.0,None,Dry,Car,54.0,38.0,Daylight,0.0
Rainy,Mountain Road,Afternoon,1.0,50.0,2.0,0.0,None,Wet,Car,75.0,58.0,Daylight,0.0
Rainy,City Road,Afternoon,0.0,60.0,2.0,0.0,None,Wet,Car,38.0,13.0,Daylight,0.0
Rainy,Mountain Road,Night,2.0,50.0,5.0,0.0,None,Wet,Truck,52.0,35.0,No Light,0.0
Rainy,Highway,Afternoon,2.0,120.0,7.0,0.0,None,Wet,Car,37.0,26.0,Daylight,0.0
Clear,Rural Road,Evening,0.0,80.0,2.0,0.0,None,Dry,Car,67.0,53.0,No Light,0.0
Snowy,Rural Road,Afternoon,0.0,80.0,2.0,0.0,None,Wet,Car,56.0,34.0,Daylight,0.0
Snowy,Mountain Road,Morning,0.0,30.0,2.0,0.0,None,Icy,Car,46.0,32.0,Daylight,0.0
Snowy,Highway,Evening,1.0,80.0,4.0,0.0,None,Wet,Car,26.0,14.0,Daylight,0.0
Rainy,City Road,Night,2.0,50.0,4.0,1.0,Moderate,Dry,Truck,38.0,21.0,Artificial Light,1.0
Clear,Mountain Road,Night,0.0,50.0,2.0,1.0,None,Wet,Car,58.0,46.0,Artificial Light,0.0
Clear,City Road,Morning,2.0,60.0,4.0,1.0,High,Dry,Motorcycle,59.0,44.0,Daylight,1.0
Clear,Rural Road,Morning,1.0,80.0,2.0,0.0,None,Dry,Motorcycle,26.0,6.0,Daylight,0.0
Clear,Rural Road,Morning,2.0,80.0,4.0,0.0,None,Dry,Car,33.0,10.0,Daylight,0.0
Rainy,City Road,Morning,2.0,50.0,6.0,0.0,None,Wet,Car,33.0,13.0,Daylight,0.0
Foggy,Mountain Road,Night,0.0,60.0,3.0,0.0,None,Dry,Car,27.0,7.0,No Light,0.0
Clear,City Road,Afternoon,2.0,60.0,5.0,0.0,Moderate,Under Construction,Car,61.0,43.0,Daylight,1.0
Rainy,Rural Road,Evening,0.0,80.0,2.0,0.0,Moderate,Wet,Car,41.0,18.0,No Light,1.0
Clear,Highway,Morning,2.0,120.0,6.0,0.0,None,Dry,Car,33.0,21.0,Daylight,0.0
Clear,City Road,Evening,1.0,60.0,4.0,0.0,None,Dry,Car,60.0,37.0,Artificial Light,0.0
Rainy,City Road,Evening,1.0,60.0,4.0,0.0,Low,Wet,Car,32.0,12.0,Artificial Light,1.0
Clear,City Road,Evening,2.0,60.0,6.0,0.0,Low,Dry,Car,27.0,11.0,Artificial Light,1.0
Rainy,Highway,Night,0.0,100.0,3.0,0.0,None,Dry,Car,73.0,51.0,Artificial Light,0.0
Rainy,Highway,Evening,2.0,120.0,6.0,0.0,None,Wet,Truck,48.0,32.0,Daylight,0.0
Rainy,Highway,Afternoon,1.0,100.0,3.0,0.0,Low,Wet,Car,53.0,31.0,Daylight,1.0
Clear,Highway,Morning,2.0,100.0,5.0,0.0,None,Wet,Car,21.0,8.0,Daylight,0.0
Snowy,City Road,Morning,1.0,30.0,3.0,0.0,None,Icy,Car,37.0,23.0,Daylight,0.0
Clear,Mountain Road,Morning,1.0,50.0,3.0,0.0,None,Under Construction,Car,64.0,43.0,Daylight,0.0
Foggy,City Road,Morning,2.0,50.0,4.0,0.0,None,Dry,Car,56.0,31.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,30.0,5.0,0.0,None,Wet,Car,41.0,23.0,Daylight,0.0
Clear,City Road,Evening,2.0,30.0,8.0,0.0,None,Dry,Truck,45.0,31.0,Daylight,0.0
Foggy,Highway,Evening,2.0,100.0,6.0,0.0,None,Wet,Car,25.0,8.0,Artificial Light,0.0
Stormy,City Road,Morning,1.0,50.0,3.0,0.0,None,Wet,Car,72.0,58.0,Daylight,0.0
Clear,Highway,Evening,2.0,120.0,6.0,0.0,None,Dry,Car,40.0,22.0,Artificial Light,0.0
Foggy,Highway,Morning,1.0,100.0,3.0,0.0,Low,Wet,Car,57.0,42.0,Daylight,1.0
Clear,Highway,Afternoon,1.0,80.0,4.0,0.0,None,Dry,Motorcycle,23.0,8.0,Daylight,0.0
Clear,City Road,Morning,1.0,60.0,2.0,0.0,None,Dry,Truck,56.0,45.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,60.0,4.0,0.0,None,Dry,Bus,31.0,13.0,No Light,0.0
Foggy,Rural Road,Evening,0.0,60.0,2.0,1.0,None,Dry,Motorcycle,63.0,45.0,Artificial Light,0.0
Clear,Rural Road,Night,2.0,80.0,7.0,0.0,None,Dry,Car,41.0,29.0,No Light,0.0
Clear,Highway,Evening,2.0,80.0,8.0,0.0,None,Dry,Car,33.0,19.0,Artificial Light,0.0
Clear,Highway,Night,2.0,100.0,6.0,0.0,None,Dry,Car,71.0,55.0,Artificial Light,0.0
Rainy,Highway,Afternoon,1.0,80.0,4.0,1.0,None,Wet,Car,60.0,43.0,Daylight,0.0
Rainy,City Road,Evening,2.0,50.0,6.0,0.0,Moderate,Wet,Car,68.0,55.0,Daylight,1.0
Foggy,City Road,Morning,1.0,60.0,3.0,0.0,None,Dry,Car,18.0,5.0,Daylight,0.0
Foggy,Rural Road,Evening,0.0,50.0,2.0,0.0,None,Wet,Car,58.0,36.0,Artificial Light,0.0
Clear,Highway,Morning,1.0,100.0,4.0,0.0,None,Dry,Car,39.0,32.0,Daylight,0.0
Snowy,Rural Road,Evening,0.0,80.0,2.0,0.0,None,Icy,Car,22.0,8.0,Artificial Light,0.0
Foggy,City Road,Evening,0.0,50.0,2.0,0.0,None,Dry,Motorcycle,73.0,49.0,Daylight,0.0
Clear,City Road,Evening,2.0,30.0,6.0,0.0,None,Dry,Car,56.0,35.0,Artificial Light,0.0
Clear,City Road,Morning,2.0,50.0,5.0,0.0,None,Dry,Motorcycle,53.0,36.0,Daylight,0.0
Rainy,City Road,Evening,2.0,60.0,6.0,0.0,None,Dry,Motorcycle,39.0,17.0,Artificial Light,0.0
Foggy,Highway,Evening,2.0,120.0,10.0,0.0,Moderate,Wet,Car,40.0,20.0,Artificial Light,1.0
Snowy,City Road,Evening,2.0,50.0,8.0,0.0,Moderate,Wet,Motorcycle,47.0,30.0,Artificial Light,1.0
Foggy,Highway,Night,1.0,80.0,3.0,0.0,None,Dry,Car,37.0,25.0,No Light,0.0
Snowy,Rural Road,Morning,0.0,60.0,1.0,0.0,Low,Icy,Car,63.0,39.0,Daylight,1.0
